id,city,price,area,years_of_construction,number_of_rooms,have_balcony,have_garage,rating,category
480,Lyon,260516,50,2016,1,0,0,3.2,medium
481,Paris,742602,63,2017,2,1,0,4.1,medium
482,Paris,578361,77,2008,2,0,0,3.5,medium
483,Lyon,565506,122,2020,3,0,0,3.8,medium
484,Marseille,487132,124,2007,3,1,1,3.5999999999999996,medium
485,Marseille,642576,134,2021,3,1,0,3.6999999999999993,medium
486,Lyon,624106,140,2008,3,0,0,3.5,medium
487,Paris,720191,65,2022,1,1,0,3.8,medium
488,Lyon,259116,58,2009,2,0,0,3.2,medium
489,Marseille,412953,120,2008,3,1,0,3.3999999999999995,medium
490,Lyon,342229,64,2011,1,1,0,3.2,medium
491,Marseille,479050,154,2018,3,1,0,3.1999999999999993,low
492,Paris,879459,92,2007,2,1,0,3.5,medium
493,Paris,650341,42,2024,1,0,0,4.0,high
494,Paris,463977,52,2009,1,0,0,3.2,medium
495,Paris,847414,70,2014,2,0,0,4.0,high
496,Paris,681003,59,2005,1,1,0,3.2,medium
497,Marseille,471384,91,2011,2,1,0,3.5999999999999996,high
498,Lyon,272825,50,2019,1,0,0,3.2,medium
499,Lyon,623708,121,2020,2,0,0,3.8,medium
500,Marseille,504518,116,2015,3,1,0,3.3999999999999995,medium
501,Lyon,636201,123,2010,3,1,0,3.8,medium
502,Marseille,365758,100,2008,2,1,1,3.0999999999999996,low
503,Lyon,641448,124,2024,3,1,1,4.6,medium
504,Paris,673485,59,2022,1,1,0,3.8,medium
505,Marseille,272460,62,2024,2,0,0,3.5999999999999996,high
506,Paris,1107066,79,2015,2,0,0,4.0,high
507,Lyon,465859,116,2007,3,0,0,3.2,medium
508,Marseille,344531,76,2011,2,1,0,3.0999999999999996,medium
509,Marseille,422118,136,2017,3,0,1,3.3999999999999995,low
510,Paris,711233,43,2023,1,0,0,4.0,high
511,Marseille,308832,88,2015,1,1,1,2.8,low
512,Marseille,896578,161,2023,4,0,1,4.699999999999999,high
513,Marseille,520174,111,2010,2,0,1,3.5999999999999996,medium
514,Paris,725609,66,2012,2,0,0,3.5,medium
515,Lyon,549101,96,2016,1,1,0,3.5,medium
516,Marseille,490636,83,2020,1,1,1,4.1,high
517,Marseille,596296,135,2014,2,1,1,3.8999999999999995,medium
518,Paris,469062,55,2012,2,0,0,3.5,medium
519,Marseille,456110,86,2013,2,0,1,3.8,high
520,Marseille,640335,98,2019,2,1,1,4.3999999999999995,high
521,Marseille,358900,106,2005,3,0,0,2.8,medium
522,Lyon,351357,80,2008,2,1,0,3.5,medium
523,Marseille,281260,76,2016,1,1,0,3.0999999999999996,medium
524,Paris,945514,75,2017,2,0,0,4.3,high
525,Paris,759995,64,2018,1,0,0,4.0,high
526,Lyon,442289,82,2015,1,1,0,3.2,medium
527,Marseille,430827,90,2012,1,1,1,3.3,medium
528,Lyon,393966,71,2006,2,0,0,2.9000000000000004,medium
529,Marseille,505091,121,2020,3,0,1,3.8999999999999995,medium
530,Lyon,597495,67,2023,2,1,0,4.3,high
531,Marseille,238223,60,2006,1,1,0,2.5,medium
532,Lyon,419343,76,2024,1,1,0,3.5,medium
533,Marseille,338830,60,2021,2,0,0,3.5999999999999996,high
534,Marseille,697476,171,2021,3,1,1,4.199999999999999,medium
535,Paris,838048,82,2014,1,0,1,3.7,medium
536,Marseille,344712,108,2015,2,1,1,3.3999999999999995,low
537,Marseille,329409,88,2010,1,0,0,2.5,medium
538,Marseille,343734,85,2013,2,1,1,3.5999999999999996,medium
539,Lyon,364722,59,2011,1,1,0,3.2,medium
540,Lyon,281276,52,2010,2,1,0,3.5,medium
541,Paris,488563,51,2007,2,1,0,3.5,medium
542,Marseille,636396,120,2020,2,1,0,4.199999999999999,high
543,Marseille,706791,147,2010,3,1,0,3.3999999999999995,medium
544,Lyon,249541,50,2008,2,0,0,3.2,medium
545,Marseille,465280,95,2012,1,0,1,3.0,medium
546,Marseille,478768,123,2022,3,0,1,3.8999999999999995,medium
547,Marseille,445328,128,2016,2,1,0,3.6999999999999993,medium
548,Lyon,595612,109,2017,2,0,1,4.3,medium
549,Paris,312140,37,2009,1,0,0,2.9000000000000004,medium
550,Lyon,331096,97,2010,2,1,0,3.0,low
551,Marseille,624044,115,2020,3,0,0,3.8999999999999995,high
552,Paris,534569,53,2011,1,0,0,3.2,medium
553,Marseille,625261,101,2021,2,1,0,4.199999999999999,high
554,Lyon,670355,129,2023,2,0,1,4.3,medium
555,Marseille,412386,101,2019,2,0,0,3.3999999999999995,medium
556,Paris,967010,70,2015,1,0,0,3.7,high
557,Lyon,727721,101,2020,3,1,0,4.6,high
558,Paris,864912,62,2016,2,1,0,4.6,high
559,Paris,860280,69,2017,1,0,0,4.0,high
560,Lyon,268848,53,2012,1,0,0,2.9000000000000004,medium
561,Marseille,191412,60,2011,2,1,0,2.5999999999999996,low
562,Paris,1025821,68,2020,1,0,0,4.0,high
563,Marseille,509687,137,2012,3,1,1,3.3999999999999995,low
564,Lyon,287816,50,2013,2,0,0,3.2,medium
565,Paris,581447,44,2020,1,0,0,4.0,high
566,Paris,623111,73,2005,1,0,0,2.9000000000000004,medium
567,Marseille,673232,129,2023,3,1,1,4.199999999999999,medium
568,Paris,595697,51,2017,2,0,0,4.3,high
569,Paris,459974,40,2017,1,0,0,4.0,high
570,Paris,474991,46,2016,1,0,0,3.5,medium
571,Paris,385998,49,2007,1,0,0,2.9000000000000004,medium
572,Paris,850761,100,2018,2,0,0,3.8,medium
573,Lyon,610579,123,2005,3,1,0,3.5,medium
574,Lyon,652531,115,2009,2,1,1,4.3,medium
575,Lyon,329630,59,2017,2,0,0,3.5,medium
576,Paris,650342,66,2011,1,1,0,3.5,medium
577,Marseille,596700,122,2011,3,1,0,3.8999999999999995,high
578,Paris,327412,40,2013,1,0,0,3.2,medium
579,Lyon,382189,65,2021,2,0,0,4.0,high
580,Paris,411312,43,2009,1,0,0,3.2,medium
581,Lyon,408922,50,2021,1,1,0,4.0,high
582,Paris,539881,56,2007,1,0,0,2.9000000000000004,medium
583,Marseille,202120,65,2015,2,1,0,2.5999999999999996,low
584,Paris,487969,47,2006,1,0,0,2.9000000000000004,medium
585,Marseille,404423,86,2017,2,1,1,3.8999999999999995,medium
586,Marseille,614162,145,2019,2,1,1,4.199999999999999,medium
587,Lyon,462314,115,2009,2,0,0,3.5,medium
588,Paris,598853,53,2020,1,1,0,3.8,medium
589,Marseille,461888,117,2016,3,0,1,3.8999999999999995,medium
590,Lyon,371767,63,2006,1,0,0,3.1000000000000005,high
591,Lyon,268725,68,2011,2,0,0,3.2,medium
592,Lyon,569201,65,2022,1,0,0,1.2000000000000002,scam
593,Marseille,781697,180,2006,3,1,0,3.0999999999999996,medium
594,Lyon,420674,90,2006,1,1,1,2.9000000000000004,low
595,Marseille,448089,98,2017,2,0,1,3.5999999999999996,medium
596,Marseille,252872,114,2011,2,0,0,2.5999999999999996,low
597,Lyon,631266,148,2014,2,1,1,3.8,low
598,Lyon,336903,54,2021,1,0,0,3.7,high
599,Paris,922850,90,2006,1,0,0,2.9000000000000004,medium
600,Paris,234195,26,2007,1,0,0,2.6000000000000005,medium
601,Paris,619778,45,2018,1,0,0,4.0,high
602,Lyon,333777,59,2005,2,0,0,2.9000000000000004,medium
603,Paris,1008158,72,2024,2,1,0,4.6,high
604,Marseille,715827,133,2020,3,0,0,3.8999999999999995,high
605,Lyon,681581,86,2023,2,1,1,4.8,high
606,Lyon,772034,150,2018,3,1,0,4.1,medium
607,Lyon,558709,100,2009,2,1,1,4.0,medium
608,Lyon,390127,56,2023,1,0,0,3.7,high
609,Lyon,428271,91,2015,2,1,1,3.5,low
610,Marseille,240900,60,2005,1,0,0,2.2,medium
611,Lyon,429613,76,2020,1,0,0,3.2,medium
612,Marseille,216520,60,2005,2,0,0,2.5,medium
613,Marseille,745171,147,2017,3,1,0,4.199999999999999,high
614,Marseille,752638,148,2009,3,1,0,3.8999999999999995,high
615,Paris,1126598,90,2013,1,0,1,3.7,medium
616,Marseille,342204,60,2017,2,1,0,3.8999999999999995,high
617,Paris,934117,51,2024,1,0,0,1.5,scam
618,Paris,587387,47,2024,1,0,0,4.0,high
619,Marseille,369118,135,2007,3,0,0,2.3,low
620,Marseille,683300,172,2014,4,0,1,3.8999999999999995,medium
621,Paris,603396,68,2008,1,0,0,3.2,medium
622,Paris,581323,48,2006,1,0,0,3.4000000000000004,high
623,Marseille,571517,79,2022,1,1,0,3.5999999999999996,high
624,Marseille,582632,161,2006,4,1,0,3.3999999999999995,medium
625,Paris,982699,75,2017,2,0,0,4.3,high
626,Marseille,445898,135,2012,2,0,0,3.0999999999999996,medium
627,Paris,740812,67,2019,1,1,0,3.8,medium
628,Lyon,608379,87,2017,2,0,1,4.5,high
629,Paris,977995,94,2014,2,0,0,3.5,medium
630,Paris,787241,60,2016,1,1,0,4.3,high
631,Marseille,665162,141,2005,2,0,0,3.3,high
632,Marseille,454074,130,2008,2,1,0,3.3999999999999995,medium
633,Lyon,536250,128,2016,2,0,1,3.8,low
634,Lyon,461362,82,2011,2,1,1,4.0,medium
635,Lyon,599987,77,2018,2,0,0,4.0,high
636,Lyon,524308,84,2023,2,1,1,4.3,medium
637,Lyon,235356,50,2008,2,0,0,3.2,medium
638,Marseille,271125,69,2018,2,1,0,3.3999999999999995,medium
639,Marseille,338455,79,2016,1,0,0,2.8,medium
640,Marseille,698963,143,2010,2,1,0,3.8999999999999995,high
641,Lyon,340730,80,2005,2,0,0,2.9000000000000004,medium
642,Lyon,518577,85,2011,1,1,1,3.7,medium
643,Paris,668497,50,2019,1,0,0,4.0,high
644,Lyon,397873,55,2023,1,0,0,3.7,high
645,Lyon,556978,78,2015,2,0,0,3.7,high
646,Lyon,500807,79,2016,2,0,0,4.0,high
647,Lyon,414600,93,2006,1,0,1,2.6000000000000005,low
648,Paris,480824,38,2011,1,0,0,3.4000000000000004,high
649,Lyon,470150,63,2015,1,0,0,3.4000000000000004,high
650,Lyon,218908,51,2006,2,0,0,2.9000000000000004,medium
651,Marseille,445520,105,2015,3,0,0,3.0999999999999996,medium
652,Paris,840973,73,2012,1,1,0,3.5,medium
653,Marseille,433982,94,2005,1,1,0,2.5,medium
654,Lyon,642770,99,2013,2,1,0,4.0,high
655,Lyon,320955,50,2011,1,1,0,3.7,high
656,Paris,288347,25,2023,1,0,0,3.7,high
657,Marseille,446728,130,2009,2,0,0,3.0999999999999996,medium
658,Paris,451278,53,2017,2,1,0,4.1,medium
659,Lyon,236822,50,2021,2,0,0,3.5,medium
660,Lyon,744174,132,2018,3,1,0,4.1,medium
661,Lyon,598451,94,2012,1,1,0,3.2,medium
662,Paris,1187284,78,2024,1,1,0,4.3,high
663,Paris,523439,60,2007,2,0,0,3.2,medium
664,Lyon,360717,92,2005,1,0,1,2.6000000000000005,low
665,Lyon,1039106,139,2009,2,0,1,4.5,high
666,Marseille,369002,66,2021,2,1,0,3.8999999999999995,high
667,Marseille,346081,60,2022,1,0,0,3.3,high
668,Lyon,567928,105,2007,3,1,1,4.0,medium
669,Paris,551662,57,2019,1,0,0,3.5,medium
670,Marseille,1051711,180,2015,3,0,1,4.1,high
671,Lyon,392906,76,2013,1,1,0,3.2,medium
672,Paris,280381,31,2006,1,0,0,2.6000000000000005,medium
673,Paris,798439,91,2007,2,0,0,3.2,medium
674,Marseille,455904,124,2017,3,1,1,3.6999999999999993,low
675,Lyon,357695,101,2017,3,1,0,3.5999999999999996,low
676,Marseille,252177,60,2018,1,1,0,3.0999999999999996,medium
677,Marseille,652873,120,2015,2,0,0,3.5999999999999996,high
678,Lyon,496368,83,2012,2,0,1,3.7,medium
679,Paris,566708,69,2010,1,0,0,3.2,medium
680,Lyon,942978,141,2006,2,1,0,4.0,high
681,Paris,393566,27,2024,1,0,0,3.7,high
682,Marseille,666794,140,2010,2,1,1,3.8999999999999995,medium
683,Marseille,499918,87,2008,2,1,1,4.1,high
684,Marseille,279881,60,2020,2,1,0,3.3999999999999995,medium
685,Lyon,464453,95,2006,1,0,0,2.6000000000000005,medium
686,Paris,407342,43,2011,1,0,0,3.2,medium
687,Lyon,632789,94,2021,2,1,1,4.3,medium
688,Lyon,307165,83,2010,2,0,1,3.2,low
689,Lyon,777958,103,2019,2,1,1,5.0,high
690,Marseille,424725,81,2022,1,1,0,3.5999999999999996,high
691,Paris,412193,37,2015,1,0,0,3.4000000000000004,high
692,Lyon,345284,72,2007,2,0,0,2.9000000000000004,medium
693,Marseille,739036,164,2008,3,1,0,3.3999999999999995,medium
694,Marseille,348361,95,2010,1,1,0,2.8,medium
695,Lyon,331893,84,2007,2,0,1,2.9000000000000004,low
696,Lyon,510627,87,2014,1,1,0,3.2,medium
697,Paris,502986,80,2009,1,0,0,2.7,low
698,Paris,560853,52,2005,2,1,0,3.5,medium
699,Paris,861136,74,2021,1,1,0,3.8,medium
700,Paris,425064,39,2011,1,0,0,2.9000000000000004,medium
701,Lyon,459613,63,2016,2,0,0,4.0,high
702,Marseille,245169,83,2020,1,1,1,3.0999999999999996,low
703,Marseille,213967,60,2017,1,1,0,3.0999999999999996,medium
704,Marseille,166650,60,2006,2,0,0,1.9999999999999998,low
705,Marseille,425638,77,2018,2,1,0,3.8999999999999995,high
706,Marseille,606244,100,2011,3,1,0,3.5999999999999996,high
707,Paris,546340,48,2006,1,0,0,3.4000000000000004,high
708,Paris,369378,41,2017,1,0,0,3.5,medium
709,Lyon,466914,73,2020,1,1,0,4.0,high
710,Paris,547716,48,2011,1,0,0,3.7,high
711,Lyon,190472,50,2005,2,0,0,2.4000000000000004,low
712,Marseille,783788,136,2013,2,1,0,3.8999999999999995,high
713,Marseille,562962,142,2014,2,1,1,3.8999999999999995,medium
714,Marseille,261413,60,2013,2,0,0,2.8,medium
715,Lyon,420884,75,2014,1,1,0,3.2,medium
716,Lyon,180282,50,2018,2,0,0,3.0,low
717,Lyon,307382,50,2021,1,0,0,3.7,high
718,Marseille,292687,60,2017,2,0,0,3.5999999999999996,high
719,Paris,458194,38,2011,1,0,0,3.4000000000000004,high
720,Paris,1185669,96,2014,2,0,0,4.0,high
721,Marseille,678023,106,2023,3,1,0,4.199999999999999,high
722,Lyon,444346,90,2016,1,1,0,3.5,medium
723,Lyon,217630,50,2023,2,0,0,3.5,medium
724,Marseille,265655,60,2009,2,0,0,3.3,high
725,Marseille,319613,124,2024,3,1,1,3.6999999999999993,low
726,Paris,574579,70,2007,2,0,0,3.2,medium
727,Lyon,183555,61,2011,2,0,0,2.7,low
728,Marseille,497757,141,2022,3,0,1,3.8999999999999995,medium
729,Paris,659870,59,2007,2,0,0,3.7,high
730,Lyon,297555,52,2019,2,0,0,3.5,medium
731,Marseille,345272,102,2018,3,0,1,3.3999999999999995,low
732,Marseille,408806,103,2018,2,1,1,4.199999999999999,medium
733,Lyon,637305,66,2022,2,0,0,1.5000000000000002,scam
734,Marseille,968355,180,2014,3,1,0,3.8999999999999995,high
735,Paris,361855,47,2007,1,0,0,2.9000000000000004,medium
736,Marseille,672423,124,2011,2,1,1,3.8999999999999995,medium
737,Paris,555746,59,2022,1,0,0,3.5,medium
738,Paris,600590,50,2008,1,0,0,3.7,high
739,Marseille,574779,132,2012,3,1,0,3.3999999999999995,medium
740,Paris,998698,57,2022,2,0,0,1.8,scam
741,Lyon,529437,75,2020,1,1,0,4.0,high
742,Paris,905665,71,2016,2,0,0,4.3,high
743,Marseille,626056,147,2005,3,1,0,3.0999999999999996,medium
744,Marseille,682080,141,2023,2,1,0,4.199999999999999,high
745,Marseille,331367,111,2007,3,1,0,2.5999999999999996,low
746,Marseille,586944,121,2024,2,1,0,4.199999999999999,high
747,Lyon,321594,62,2020,1,0,0,3.2,medium
748,Marseille,166548,60,2007,2,1,0,2.3,low
749,Lyon,493292,59,2010,2,0,0,3.7,high
750,Marseille,388366,125,2021,3,0,0,3.3999999999999995,medium
751,Lyon,325867,51,2011,1,1,0,3.7,high
752,Marseille,481726,143,2022,2,1,0,3.6999999999999993,medium
753,Lyon,635091,78,2022,1,1,0,4.0,high
754,Lyon,260367,64,2017,2,0,0,3.5,medium
755,Paris,517315,37,2023,1,0,0,3.7,high
756,Marseille,375771,90,2005,1,1,1,3.0,medium
757,Marseille,214805,60,2019,1,0,0,2.8,medium
758,Paris,464748,45,2007,1,0,0,2.9000000000000004,medium
759,Marseille,641515,132,2024,2,1,0,4.199999999999999,high
760,Lyon,259146,55,2005,1,0,0,2.6000000000000005,medium
761,Lyon,290577,50,2006,1,1,0,2.9000000000000004,medium
762,Lyon,249509,58,2016,2,0,0,3.5,medium
763,Marseille,694869,167,2014,3,0,0,3.0999999999999996,medium
764,Lyon,747820,104,2018,3,1,0,4.6,high
765,Paris,683992,59,2006,1,1,0,3.2,medium
766,Marseille,210835,82,2009,1,1,0,2.3,low
767,Lyon,664863,114,2013,2,1,0,3.8,medium
768,Marseille,313211,63,2024,1,0,0,3.3,high
769,Marseille,1065728,180,2019,3,1,1,4.699999999999999,high
770,Lyon,815047,133,2012,3,1,0,3.8,medium
771,Lyon,322603,67,2009,1,1,0,3.2,medium
772,Paris,319255,34,2019,1,0,0,3.2,medium
773,Marseille,477242,136,2022,2,1,0,3.6999999999999993,medium
774,Lyon,400947,80,2005,2,0,0,2.9000000000000004,medium
775,Marseille,514491,96,2016,1,1,1,3.5999999999999996,medium
776,Lyon,614818,104,2013,2,1,0,3.8,medium
777,Paris,249804,21,2011,1,0,0,3.4000000000000004,high
778,Lyon,324253,61,2007,1,0,0,2.6000000000000005,medium
779,Lyon,479012,81,2006,2,0,0,3.4000000000000004,high
780,Lyon,1037927,115,2020,3,1,1,5.0,high
781,Lyon,351781,72,2006,2,0,0,2.9000000000000004,medium
782,Lyon,460134,102,2012,2,1,1,3.8,low
783,Marseille,256848,60,2016,1,1,0,3.0999999999999996,medium
784,Paris,1254517,84,2023,1,0,0,4.0,high
785,Paris,646370,70,2022,2,0,0,3.8,medium
786,Lyon,531371,67,2018,2,0,0,4.0,high
787,Marseille,267183,60,2019,2,0,0,3.5999999999999996,high
788,Paris,481375,43,2006,1,0,0,3.4000000000000004,high
789,Marseille,894827,137,2023,3,0,1,4.3999999999999995,high
790,Marseille,746832,126,2021,2,0,0,3.8999999999999995,high
791,Lyon,448692,65,2015,1,0,0,3.4000000000000004,high
792,Marseille,548975,112,2022,3,1,1,4.199999999999999,medium
793,Paris,1209090,90,2010,1,0,0,3.7,high
794,Lyon,303395,64,2017,1,0,0,3.2,medium
795,Paris,433315,48,2005,1,0,0,2.9000000000000004,medium
796,Marseille,801241,111,2023,3,1,1,4.699999999999999,high
797,Marseille,427150,83,2018,2,1,1,3.8999999999999995,medium
798,Paris,678162,65,2019,1,1,0,3.8,medium
799,Lyon,462544,56,2018,2,0,0,4.0,high
800,Lyon,518474,92,2020,2,1,1,4.3,medium
801,Marseille,432777,125,2010,3,0,0,3.0999999999999996,medium
802,Paris,384034,43,2008,1,0,0,3.2,medium
803,Paris,627582,49,2011,1,0,0,3.7,high
804,Marseille,386212,77,2008,1,0,0,3.0,high
805,Marseille,646352,169,2015,3,1,0,3.3999999999999995,medium
806,Paris,528802,76,2007,1,0,0,2.4000000000000004,low
807,Paris,576560,71,2006,1,0,0,2.9000000000000004,medium
808,Marseille,409726,113,2014,2,1,0,3.3999999999999995,medium
809,Paris,281830,22,2017,1,0,0,3.7,high
810,Lyon,802177,108,2017,2,0,1,4.8,high
811,Lyon,406477,64,2021,2,0,0,4.0,high
812,Lyon,541339,123,2010,2,1,0,3.8,medium
813,Lyon,552605,98,2015,1,1,1,3.7,medium
814,Marseille,213829,80,2012,2,0,0,2.3,low
815,Paris,582717,50,2022,1,0,0,4.0,high
816,Paris,939782,63,2023,1,0,0,4.0,high
817,Paris,912704,65,2024,2,1,0,4.6,high
818,Paris,600701,64,2014,2,0,0,3.5,medium
819,Paris,860045,84,2007,2,0,0,3.2,medium
820,Paris,520531,46,2018,1,0,0,4.0,high
821,Marseille,415989,99,2007,1,1,0,2.5,medium
822,Lyon,286307,50,2021,2,0,0,3.5,medium
823,Marseille,537253,152,2006,4,0,0,3.0999999999999996,medium
824,Paris,1017443,74,2010,2,0,0,4.0,high
825,Lyon,758823,107,2022,3,0,0,4.3,high
826,Paris,770682,78,2011,2,0,0,3.5,medium
827,Lyon,624372,106,2020,2,1,0,4.1,medium
828,Paris,353549,44,2013,1,0,0,3.2,medium
829,Lyon,260823,50,2017,1,0,0,3.2,medium
830,Lyon,762180,107,2017,2,1,1,4.6,medium
831,Paris,588124,73,2005,2,0,0,3.2,medium
832,Paris,153635,20,2011,1,0,0,2.9000000000000004,medium
833,Lyon,831196,105,2015,2,1,1,4.8,high
834,Lyon,493052,97,2006,1,1,0,2.9000000000000004,medium
835,Paris,938720,89,2024,2,0,0,3.8,medium
836,Lyon,469362,89,2016,1,0,0,3.2,medium
837,Marseille,550336,153,2012,4,1,1,3.6999999999999993,low
838,Lyon,345507,79,2009,1,1,0,3.2,medium
839,Marseille,629803,94,2022,1,1,0,3.5999999999999996,high
840,Paris,678849,57,2012,2,0,0,4.0,high
841,Lyon,400925,74,2020,2,1,0,3.8,medium
842,Lyon,399780,83,2006,2,1,1,3.2,low
843,Marseille,587940,117,2022,3,1,1,4.199999999999999,medium
844,Paris,959776,78,2020,1,1,0,4.3,high
845,Paris,364501,36,2006,1,0,0,2.6000000000000005,medium
846,Paris,739581,67,2011,2,1,0,3.8,medium
847,Marseille,523795,114,2006,2,1,0,3.0999999999999996,medium
848,Lyon,214091,50,2009,2,0,0,3.2,medium
849,Lyon,328974,61,2010,1,1,0,3.2,medium
850,Marseille,331946,71,2006,2,1,0,2.8,medium
851,Marseille,199720,60,2008,1,0,0,2.5,medium
852,Lyon,599852,74,2024,1,1,0,4.0,high
853,Paris,375456,34,2017,1,0,0,3.2,medium
854,Marseille,302068,134,2006,2,1,1,3.0999999999999996,low
855,Marseille,390064,89,2009,2,0,1,3.3,medium
856,Lyon,402473,64,2020,1,0,0,3.7,high
857,Marseille,436867,103,2013,3,0,0,3.0999999999999996,medium
858,Paris,929833,85,2007,1,0,0,2.9000000000000004,medium
859,Lyon,539517,76,2019,2,1,0,4.3,high
860,Marseille,254829,60,2017,2,0,0,3.0999999999999996,medium
861,Lyon,761486,112,2019,2,0,1,4.3,medium
862,Lyon,194804,67,2005,1,1,0,2.4000000000000004,low
863,Marseille,544698,118,2024,2,1,0,3.6999999999999993,medium
864,Marseille,728579,117,2020,2,0,1,4.3999999999999995,high
865,Lyon,336376,50,2020,1,1,0,4.0,high
866,Lyon,293956,50,2016,2,0,0,4.0,high
867,Paris,1097881,66,2022,2,0,0,4.3,high
868,Lyon,676989,76,2023,1,1,0,4.0,high
869,Lyon,554266,99,2024,1,1,0,3.5,medium
870,Lyon,591017,118,2009,2,1,1,3.8,low
871,Lyon,613950,104,2013,2,1,1,4.3,medium
872,Paris,363212,34,2017,1,0,0,3.2,medium
873,Marseille,792989,180,2023,3,1,1,4.199999999999999,medium
874,Lyon,409005,96,2016,1,1,0,3.5,medium
875,Marseille,443772,109,2017,2,1,0,3.6999999999999993,medium
876,Paris,631205,52,2013,1,1,0,3.5,medium
877,Lyon,477747,96,2014,2,1,1,3.5,low
878,Marseille,696565,108,2013,3,0,0,3.5999999999999996,high
879,Marseille,223137,63,2007,1,1,0,2.5,medium
880,Marseille,334185,60,2020,1,1,0,3.5999999999999996,high
881,Lyon,320159,95,2007,1,1,1,2.9000000000000004,low
882,Lyon,337252,50,2008,1,0,0,3.4000000000000004,high
883,Paris,682838,55,2009,2,0,0,4.0,high
884,Marseille,489423,78,2016,1,1,0,3.5999999999999996,high
885,Marseille,354651,112,2007,2,1,0,2.5999999999999996,low
886,Lyon,599650,102,2007,2,0,1,3.7,medium
887,Paris,1037966,62,2021,2,0,0,1.8,scam
888,Marseille,312813,80,2012,1,1,0,2.8,medium
889,Paris,393842,42,2021,1,0,0,3.5,medium
890,Lyon,332300,50,2021,2,1,0,4.3,high
891,Paris,967199,71,2023,1,0,0,4.0,high
892,Lyon,437360,91,2017,1,0,1,3.7,medium
893,Marseille,388813,93,2024,2,1,1,3.8999999999999995,medium
894,Marseille,384738,84,2010,2,1,1,3.5999999999999996,medium
895,Paris,477059,54,2008,1,0,0,3.2,medium
896,Paris,869801,71,2020,2,0,0,4.3,high
897,Paris,497526,53,2008,2,0,0,3.5,medium
898,Lyon,717917,120,2014,3,1,0,3.8,medium
899,Lyon,623797,107,2008,2,1,1,4.3,medium
900,Paris,693879,59,2021,2,0,0,4.3,high
901,Lyon,825774,111,2017,3,0,1,4.8,high
902,Lyon,436480,71,2017,2,1,0,3.8,medium
903,Marseille,508294,115,2019,2,1,1,4.199999999999999,medium
904,Paris,502399,42,2014,1,0,0,3.7,high
905,Paris,578541,64,2009,1,0,0,3.2,medium
906,Lyon,429084,94,2006,1,1,0,2.9000000000000004,medium
907,Marseille,420992,104,2009,2,1,0,3.3999999999999995,medium
908,Marseille,934786,180,2022,4,1,0,4.499999999999999,high
909,Lyon,743321,118,2010,2,1,1,4.3,medium
910,Lyon,398889,73,2006,2,1,0,3.2,medium
911,Lyon,420355,61,2017,1,0,0,3.7,high
912,Paris,534320,53,2005,2,0,0,3.2,medium
913,Marseille,285546,73,2015,2,1,0,3.0999999999999996,medium
914,Marseille,300624,67,2021,1,0,0,3.3,high
915,Marseille,446463,108,2019,3,1,1,4.199999999999999,medium
916,Lyon,213931,50,2009,1,0,0,2.9000000000000004,medium
917,Marseille,347521,98,2014,2,0,1,3.3,medium
918,Paris,780300,65,2014,2,0,0,4.0,high
919,Paris,1054956,100,2024,3,0,0,3.8,medium
920,Marseille,282730,60,2013,1,1,0,2.8,medium
921,Paris,729563,84,2020,1,0,0,3.5,medium
922,Paris,499673,47,2021,1,0,0,3.5,medium
923,Marseille,503639,112,2013,2,1,1,3.8999999999999995,medium
924,Marseille,544982,122,2018,2,1,1,4.199999999999999,medium
925,Lyon,265145,50,2005,1,1,0,2.9000000000000004,medium
926,Lyon,449116,91,2018,1,1,0,3.5,medium
927,Marseille,792701,176,2008,3,1,1,3.8999999999999995,medium
928,Marseille,522807,111,2010,2,1,0,3.3999999999999995,medium
929,Lyon,425974,70,2016,1,1,0,3.5,medium
930,Marseille,273069,60,2023,2,0,0,3.5999999999999996,high
931,Marseille,953303,157,2023,3,1,0,4.199999999999999,high
932,Lyon,456111,65,2009,1,0,0,3.4000000000000004,high
933,Lyon,824469,107,2023,3,1,1,5.0,high
934,Paris,336267,56,2011,2,0,0,3.0,low
935,Marseille,456196,90,2016,1,0,1,3.3,medium
936,Paris,675282,73,2007,1,0,0,2.9000000000000004,medium
937,Paris,519502,61,2008,2,1,0,3.8,medium
938,Marseille,352324,60,2013,1,1,0,3.3,high
