id,city,number_of_rooms,area,price,years_of_construction,have_balcony,have_garage,rating,category
480,Lyon,1,50,260516,2016,0,0,3.2,medium
481,Paris,2,63,742602,2017,1,0,4.1,medium
482,Paris,2,77,578361,2008,0,0,3.5,medium
483,Lyon,3,122,565506,2020,0,0,3.8,medium
484,Marseille,3,124,487132,2007,1,1,3.5999999999999996,medium
485,Marseille,3,134,642576,2021,1,0,3.6999999999999993,medium
486,Lyon,3,140,624106,2008,0,0,3.5,medium
487,Paris,1,65,720191,2022,1,0,3.8,medium
488,Lyon,2,58,259116,2009,0,0,3.2,medium
489,Marseille,3,120,412953,2008,1,0,3.3999999999999995,medium
490,Lyon,1,64,342229,2011,1,0,3.2,medium
491,Marseille,3,154,479050,2018,1,0,3.1999999999999993,low
492,Paris,2,92,879459,2007,1,0,3.5,medium
493,Paris,1,42,650341,2024,0,0,4.0,high
494,Paris,1,52,463977,2009,0,0,3.2,medium
495,Paris,2,70,847414,2014,0,0,4.0,high
496,Paris,1,59,681003,2005,1,0,3.2,medium
497,Marseille,2,91,471384,2011,1,0,3.5999999999999996,high
498,Lyon,1,50,272825,2019,0,0,3.2,medium
499,Lyon,2,121,623708,2020,0,0,3.8,medium
500,Marseille,3,116,504518,2015,1,0,3.3999999999999995,medium
501,Lyon,3,123,636201,2010,1,0,3.8,medium
502,Marseille,2,100,365758,2008,1,1,3.0999999999999996,low
503,Lyon,3,124,641448,2024,1,1,4.6,medium
504,Paris,1,59,673485,2022,1,0,3.8,medium
505,Marseille,2,62,272460,2024,0,0,3.5999999999999996,high
506,Paris,2,79,1107066,2015,0,0,4.0,high
507,Lyon,3,116,465859,2007,0,0,3.2,medium
508,Marseille,2,76,344531,2011,1,0,3.0999999999999996,medium
509,Marseille,3,136,422118,2017,0,1,3.3999999999999995,low
510,Paris,1,43,711233,2023,0,0,4.0,high
511,Marseille,1,88,308832,2015,1,1,2.8,low
512,Marseille,4,161,896578,2023,0,1,4.699999999999999,high
513,Marseille,2,111,520174,2010,0,1,3.5999999999999996,medium
514,Paris,2,66,725609,2012,0,0,3.5,medium
515,Lyon,1,96,549101,2016,1,0,3.5,medium
516,Marseille,1,83,490636,2020,1,1,4.1,high
517,Marseille,2,135,596296,2014,1,1,3.8999999999999995,medium
518,Paris,2,55,469062,2012,0,0,3.5,medium
519,Marseille,2,86,456110,2013,0,1,3.8,high
520,Marseille,2,98,640335,2019,1,1,4.3999999999999995,high
521,Marseille,3,106,358900,2005,0,0,2.8,medium
522,Lyon,2,80,351357,2008,1,0,3.5,medium
523,Marseille,1,76,281260,2016,1,0,3.0999999999999996,medium
524,Paris,2,75,945514,2017,0,0,4.3,high
525,Paris,1,64,759995,2018,0,0,4.0,high
526,Lyon,1,82,442289,2015,1,0,3.2,medium
527,Marseille,1,90,430827,2012,1,1,3.3,medium
528,Lyon,2,71,393966,2006,0,0,2.9000000000000004,medium
529,Marseille,3,121,505091,2020,0,1,3.8999999999999995,medium
530,Lyon,2,67,597495,2023,1,0,4.3,high
531,Marseille,1,60,238223,2006,1,0,2.5,medium
532,Lyon,1,76,419343,2024,1,0,3.5,medium
533,Marseille,2,60,338830,2021,0,0,3.5999999999999996,high
534,Marseille,3,171,697476,2021,1,1,4.199999999999999,medium
535,Paris,1,82,838048,2014,0,1,3.7,medium
536,Marseille,2,108,344712,2015,1,1,3.3999999999999995,low
537,Marseille,1,88,329409,2010,0,0,2.5,medium
538,Marseille,2,85,343734,2013,1,1,3.5999999999999996,medium
539,Lyon,1,59,364722,2011,1,0,3.2,medium
540,Lyon,2,52,281276,2010,1,0,3.5,medium
541,Paris,2,51,488563,2007,1,0,3.5,medium
542,Marseille,2,120,636396,2020,1,0,4.199999999999999,high
543,Marseille,3,147,706791,2010,1,0,3.3999999999999995,medium
544,Lyon,2,50,249541,2008,0,0,3.2,medium
545,Marseille,1,95,465280,2012,0,1,3.0,medium
546,Marseille,3,123,478768,2022,0,1,3.8999999999999995,medium
547,Marseille,2,128,445328,2016,1,0,3.6999999999999993,medium
548,Lyon,2,109,595612,2017,0,1,4.3,medium
549,Paris,1,37,312140,2009,0,0,2.9000000000000004,medium
550,Lyon,2,97,331096,2010,1,0,3.0,low
551,Marseille,3,115,624044,2020,0,0,3.8999999999999995,high
552,Paris,1,53,534569,2011,0,0,3.2,medium
553,Marseille,2,101,625261,2021,1,0,4.199999999999999,high
554,Lyon,2,129,670355,2023,0,1,4.3,medium
555,Marseille,2,101,412386,2019,0,0,3.3999999999999995,medium
556,Paris,1,70,967010,2015,0,0,3.7,high
557,Lyon,3,101,727721,2020,1,0,4.6,high
558,Paris,2,62,864912,2016,1,0,4.6,high
559,Paris,1,69,860280,2017,0,0,4.0,high
560,Lyon,1,53,268848,2012,0,0,2.9000000000000004,medium
561,Marseille,2,60,191412,2011,1,0,2.5999999999999996,low
562,Paris,1,68,1025821,2020,0,0,4.0,high
563,Marseille,3,137,509687,2012,1,1,3.3999999999999995,low
564,Lyon,2,50,287816,2013,0,0,3.2,medium
565,Paris,1,44,581447,2020,0,0,4.0,high
566,Paris,1,73,623111,2005,0,0,2.9000000000000004,medium
567,Marseille,3,129,673232,2023,1,1,4.199999999999999,medium
568,Paris,2,51,595697,2017,0,0,4.3,high
569,Paris,1,40,459974,2017,0,0,4.0,high
570,Paris,1,46,474991,2016,0,0,3.5,medium
571,Paris,1,49,385998,2007,0,0,2.9000000000000004,medium
572,Paris,2,100,850761,2018,0,0,3.8,medium
573,Lyon,3,123,610579,2005,1,0,3.5,medium
574,Lyon,2,115,652531,2009,1,1,4.3,medium
575,Lyon,2,59,329630,2017,0,0,3.5,medium
576,Paris,1,66,650342,2011,1,0,3.5,medium
577,Marseille,3,122,596700,2011,1,0,3.8999999999999995,high
578,Paris,1,40,327412,2013,0,0,3.2,medium
579,Lyon,2,65,382189,2021,0,0,4.0,high
580,Paris,1,43,411312,2009,0,0,3.2,medium
581,Lyon,1,50,408922,2021,1,0,4.0,high
582,Paris,1,56,539881,2007,0,0,2.9000000000000004,medium
583,Marseille,2,65,202120,2015,1,0,2.5999999999999996,low
584,Paris,1,47,487969,2006,0,0,2.9000000000000004,medium
585,Marseille,2,86,404423,2017,1,1,3.8999999999999995,medium
586,Marseille,2,145,614162,2019,1,1,4.199999999999999,medium
587,Lyon,2,115,462314,2009,0,0,3.5,medium
588,Paris,1,53,598853,2020,1,0,3.8,medium
589,Marseille,3,117,461888,2016,0,1,3.8999999999999995,medium
590,Lyon,1,63,371767,2006,0,0,3.1000000000000005,high
591,Lyon,2,68,268725,2011,0,0,3.2,medium
592,Lyon,1,65,569201,2022,0,0,1.2000000000000002,scam
593,Marseille,3,180,781697,2006,1,0,3.0999999999999996,medium
594,Lyon,1,90,420674,2006,1,1,2.9000000000000004,low
595,Marseille,2,98,448089,2017,0,1,3.5999999999999996,medium
596,Marseille,2,114,252872,2011,0,0,2.5999999999999996,low
597,Lyon,2,148,631266,2014,1,1,3.8,low
598,Lyon,1,54,336903,2021,0,0,3.7,high
599,Paris,1,90,922850,2006,0,0,2.9000000000000004,medium
600,Paris,1,26,234195,2007,0,0,2.6000000000000005,medium
601,Paris,1,45,619778,2018,0,0,4.0,high
602,Lyon,2,59,333777,2005,0,0,2.9000000000000004,medium
603,Paris,2,72,1008158,2024,1,0,4.6,high
604,Marseille,3,133,715827,2020,0,0,3.8999999999999995,high
605,Lyon,2,86,681581,2023,1,1,4.8,high
606,Lyon,3,150,772034,2018,1,0,4.1,medium
607,Lyon,2,100,558709,2009,1,1,4.0,medium
608,Lyon,1,56,390127,2023,0,0,3.7,high
609,Lyon,2,91,428271,2015,1,1,3.5,low
610,Marseille,1,60,240900,2005,0,0,2.2,medium
611,Lyon,1,76,429613,2020,0,0,3.2,medium
612,Marseille,2,60,216520,2005,0,0,2.5,medium
613,Marseille,3,147,745171,2017,1,0,4.199999999999999,high
614,Marseille,3,148,752638,2009,1,0,3.8999999999999995,high
615,Paris,1,90,1126598,2013,0,1,3.7,medium
616,Marseille,2,60,342204,2017,1,0,3.8999999999999995,high
617,Paris,1,51,934117,2024,0,0,1.5,scam
618,Paris,1,47,587387,2024,0,0,4.0,high
619,Marseille,3,135,369118,2007,0,0,2.3,low
620,Marseille,4,172,683300,2014,0,1,3.8999999999999995,medium
621,Paris,1,68,603396,2008,0,0,3.2,medium
622,Paris,1,48,581323,2006,0,0,3.4000000000000004,high
623,Marseille,1,79,571517,2022,1,0,3.5999999999999996,high
624,Marseille,4,161,582632,2006,1,0,3.3999999999999995,medium
625,Paris,2,75,982699,2017,0,0,4.3,high
626,Marseille,2,135,445898,2012,0,0,3.0999999999999996,medium
627,Paris,1,67,740812,2019,1,0,3.8,medium
628,Lyon,2,87,608379,2017,0,1,4.5,high
629,Paris,2,94,977995,2014,0,0,3.5,medium
630,Paris,1,60,787241,2016,1,0,4.3,high
631,Marseille,2,141,665162,2005,0,0,3.3,high
632,Marseille,2,130,454074,2008,1,0,3.3999999999999995,medium
633,Lyon,2,128,536250,2016,0,1,3.8,low
634,Lyon,2,82,461362,2011,1,1,4.0,medium
635,Lyon,2,77,599987,2018,0,0,4.0,high
636,Lyon,2,84,524308,2023,1,1,4.3,medium
637,Lyon,2,50,235356,2008,0,0,3.2,medium
638,Marseille,2,69,271125,2018,1,0,3.3999999999999995,medium
639,Marseille,1,79,338455,2016,0,0,2.8,medium
640,Marseille,2,143,698963,2010,1,0,3.8999999999999995,high
641,Lyon,2,80,340730,2005,0,0,2.9000000000000004,medium
642,Lyon,1,85,518577,2011,1,1,3.7,medium
643,Paris,1,50,668497,2019,0,0,4.0,high
644,Lyon,1,55,397873,2023,0,0,3.7,high
645,Lyon,2,78,556978,2015,0,0,3.7,high
646,Lyon,2,79,500807,2016,0,0,4.0,high
647,Lyon,1,93,414600,2006,0,1,2.6000000000000005,low
648,Paris,1,38,480824,2011,0,0,3.4000000000000004,high
649,Lyon,1,63,470150,2015,0,0,3.4000000000000004,high
650,Lyon,2,51,218908,2006,0,0,2.9000000000000004,medium
651,Marseille,3,105,445520,2015,0,0,3.0999999999999996,medium
652,Paris,1,73,840973,2012,1,0,3.5,medium
653,Marseille,1,94,433982,2005,1,0,2.5,medium
654,Lyon,2,99,642770,2013,1,0,4.0,high
655,Lyon,1,50,320955,2011,1,0,3.7,high
656,Paris,1,25,288347,2023,0,0,3.7,high
657,Marseille,2,130,446728,2009,0,0,3.0999999999999996,medium
658,Paris,2,53,451278,2017,1,0,4.1,medium
659,Lyon,2,50,236822,2021,0,0,3.5,medium
660,Lyon,3,132,744174,2018,1,0,4.1,medium
661,Lyon,1,94,598451,2012,1,0,3.2,medium
662,Paris,1,78,1187284,2024,1,0,4.3,high
663,Paris,2,60,523439,2007,0,0,3.2,medium
664,Lyon,1,92,360717,2005,0,1,2.6000000000000005,low
665,Lyon,2,139,1039106,2009,0,1,4.5,high
666,Marseille,2,66,369002,2021,1,0,3.8999999999999995,high
667,Marseille,1,60,346081,2022,0,0,3.3,high
668,Lyon,3,105,567928,2007,1,1,4.0,medium
669,Paris,1,57,551662,2019,0,0,3.5,medium
670,Marseille,3,180,1051711,2015,0,1,4.1,high
671,Lyon,1,76,392906,2013,1,0,3.2,medium
672,Paris,1,31,280381,2006,0,0,2.6000000000000005,medium
673,Paris,2,91,798439,2007,0,0,3.2,medium
674,Marseille,3,124,455904,2017,1,1,3.6999999999999993,low
675,Lyon,3,101,357695,2017,1,0,3.5999999999999996,low
676,Marseille,1,60,252177,2018,1,0,3.0999999999999996,medium
677,Marseille,2,120,652873,2015,0,0,3.5999999999999996,high
678,Lyon,2,83,496368,2012,0,1,3.7,medium
679,Paris,1,69,566708,2010,0,0,3.2,medium
680,Lyon,2,141,942978,2006,1,0,4.0,high
681,Paris,1,27,393566,2024,0,0,3.7,high
682,Marseille,2,140,666794,2010,1,1,3.8999999999999995,medium
683,Marseille,2,87,499918,2008,1,1,4.1,high
684,Marseille,2,60,279881,2020,1,0,3.3999999999999995,medium
685,Lyon,1,95,464453,2006,0,0,2.6000000000000005,medium
686,Paris,1,43,407342,2011,0,0,3.2,medium
687,Lyon,2,94,632789,2021,1,1,4.3,medium
688,Lyon,2,83,307165,2010,0,1,3.2,low
689,Lyon,2,103,777958,2019,1,1,5.0,high
690,Marseille,1,81,424725,2022,1,0,3.5999999999999996,high
691,Paris,1,37,412193,2015,0,0,3.4000000000000004,high
692,Lyon,2,72,345284,2007,0,0,2.9000000000000004,medium
693,Marseille,3,164,739036,2008,1,0,3.3999999999999995,medium
694,Marseille,1,95,348361,2010,1,0,2.8,medium
695,Lyon,2,84,331893,2007,0,1,2.9000000000000004,low
696,Lyon,1,87,510627,2014,1,0,3.2,medium
697,Paris,1,80,502986,2009,0,0,2.7,low
698,Paris,2,52,560853,2005,1,0,3.5,medium
699,Paris,1,74,861136,2021,1,0,3.8,medium
700,Paris,1,39,425064,2011,0,0,2.9000000000000004,medium
701,Lyon,2,63,459613,2016,0,0,4.0,high
702,Marseille,1,83,245169,2020,1,1,3.0999999999999996,low
703,Marseille,1,60,213967,2017,1,0,3.0999999999999996,medium
704,Marseille,2,60,166650,2006,0,0,1.9999999999999998,low
705,Marseille,2,77,425638,2018,1,0,3.8999999999999995,high
706,Marseille,3,100,606244,2011,1,0,3.5999999999999996,high
707,Paris,1,48,546340,2006,0,0,3.4000000000000004,high
708,Paris,1,41,369378,2017,0,0,3.5,medium
709,Lyon,1,73,466914,2020,1,0,4.0,high
710,Paris,1,48,547716,2011,0,0,3.7,high
711,Lyon,2,50,190472,2005,0,0,2.4000000000000004,low
712,Marseille,2,136,783788,2013,1,0,3.8999999999999995,high
713,Marseille,2,142,562962,2014,1,1,3.8999999999999995,medium
714,Marseille,2,60,261413,2013,0,0,2.8,medium
715,Lyon,1,75,420884,2014,1,0,3.2,medium
716,Lyon,2,50,180282,2018,0,0,3.0,low
717,Lyon,1,50,307382,2021,0,0,3.7,high
718,Marseille,2,60,292687,2017,0,0,3.5999999999999996,high
719,Paris,1,38,458194,2011,0,0,3.4000000000000004,high
720,Paris,2,96,1185669,2014,0,0,4.0,high
721,Marseille,3,106,678023,2023,1,0,4.199999999999999,high
722,Lyon,1,90,444346,2016,1,0,3.5,medium
723,Lyon,2,50,217630,2023,0,0,3.5,medium
724,Marseille,2,60,265655,2009,0,0,3.3,high
725,Marseille,3,124,319613,2024,1,1,3.6999999999999993,low
726,Paris,2,70,574579,2007,0,0,3.2,medium
727,Lyon,2,61,183555,2011,0,0,2.7,low
728,Marseille,3,141,497757,2022,0,1,3.8999999999999995,medium
729,Paris,2,59,659870,2007,0,0,3.7,high
730,Lyon,2,52,297555,2019,0,0,3.5,medium
731,Marseille,3,102,345272,2018,0,1,3.3999999999999995,low
732,Marseille,2,103,408806,2018,1,1,4.199999999999999,medium
733,Lyon,2,66,637305,2022,0,0,1.5000000000000002,scam
734,Marseille,3,180,968355,2014,1,0,3.8999999999999995,high
735,Paris,1,47,361855,2007,0,0,2.9000000000000004,medium
736,Marseille,2,124,672423,2011,1,1,3.8999999999999995,medium
737,Paris,1,59,555746,2022,0,0,3.5,medium
738,Paris,1,50,600590,2008,0,0,3.7,high
739,Marseille,3,132,574779,2012,1,0,3.3999999999999995,medium
740,Paris,2,57,998698,2022,0,0,1.8,scam
741,Lyon,1,75,529437,2020,1,0,4.0,high
742,Paris,2,71,905665,2016,0,0,4.3,high
743,Marseille,3,147,626056,2005,1,0,3.0999999999999996,medium
744,Marseille,2,141,682080,2023,1,0,4.199999999999999,high
745,Marseille,3,111,331367,2007,1,0,2.5999999999999996,low
746,Marseille,2,121,586944,2024,1,0,4.199999999999999,high
747,Lyon,1,62,321594,2020,0,0,3.2,medium
748,Marseille,2,60,166548,2007,1,0,2.3,low
749,Lyon,2,59,493292,2010,0,0,3.7,high
750,Marseille,3,125,388366,2021,0,0,3.3999999999999995,medium
751,Lyon,1,51,325867,2011,1,0,3.7,high
752,Marseille,2,143,481726,2022,1,0,3.6999999999999993,medium
753,Lyon,1,78,635091,2022,1,0,4.0,high
754,Lyon,2,64,260367,2017,0,0,3.5,medium
755,Paris,1,37,517315,2023,0,0,3.7,high
756,Marseille,1,90,375771,2005,1,1,3.0,medium
757,Marseille,1,60,214805,2019,0,0,2.8,medium
758,Paris,1,45,464748,2007,0,0,2.9000000000000004,medium
759,Marseille,2,132,641515,2024,1,0,4.199999999999999,high
760,Lyon,1,55,259146,2005,0,0,2.6000000000000005,medium
761,Lyon,1,50,290577,2006,1,0,2.9000000000000004,medium
762,Lyon,2,58,249509,2016,0,0,3.5,medium
763,Marseille,3,167,694869,2014,0,0,3.0999999999999996,medium
764,Lyon,3,104,747820,2018,1,0,4.6,high
765,Paris,1,59,683992,2006,1,0,3.2,medium
766,Marseille,1,82,210835,2009,1,0,2.3,low
767,Lyon,2,114,664863,2013,1,0,3.8,medium
768,Marseille,1,63,313211,2024,0,0,3.3,high
769,Marseille,3,180,1065728,2019,1,1,4.699999999999999,high
770,Lyon,3,133,815047,2012,1,0,3.8,medium
771,Lyon,1,67,322603,2009,1,0,3.2,medium
772,Paris,1,34,319255,2019,0,0,3.2,medium
773,Marseille,2,136,477242,2022,1,0,3.6999999999999993,medium
774,Lyon,2,80,400947,2005,0,0,2.9000000000000004,medium
775,Marseille,1,96,514491,2016,1,1,3.5999999999999996,medium
776,Lyon,2,104,614818,2013,1,0,3.8,medium
777,Paris,1,21,249804,2011,0,0,3.4000000000000004,high
778,Lyon,1,61,324253,2007,0,0,2.6000000000000005,medium
779,Lyon,2,81,479012,2006,0,0,3.4000000000000004,high
780,Lyon,3,115,1037927,2020,1,1,5.0,high
781,Lyon,2,72,351781,2006,0,0,2.9000000000000004,medium
782,Lyon,2,102,460134,2012,1,1,3.8,low
783,Marseille,1,60,256848,2016,1,0,3.0999999999999996,medium
784,Paris,1,84,1254517,2023,0,0,4.0,high
785,Paris,2,70,646370,2022,0,0,3.8,medium
786,Lyon,2,67,531371,2018,0,0,4.0,high
787,Marseille,2,60,267183,2019,0,0,3.5999999999999996,high
788,Paris,1,43,481375,2006,0,0,3.4000000000000004,high
789,Marseille,3,137,894827,2023,0,1,4.3999999999999995,high
790,Marseille,2,126,746832,2021,0,0,3.8999999999999995,high
791,Lyon,1,65,448692,2015,0,0,3.4000000000000004,high
792,Marseille,3,112,548975,2022,1,1,4.199999999999999,medium
793,Paris,1,90,1209090,2010,0,0,3.7,high
794,Lyon,1,64,303395,2017,0,0,3.2,medium
795,Paris,1,48,433315,2005,0,0,2.9000000000000004,medium
796,Marseille,3,111,801241,2023,1,1,4.699999999999999,high
797,Marseille,2,83,427150,2018,1,1,3.8999999999999995,medium
798,Paris,1,65,678162,2019,1,0,3.8,medium
799,Lyon,2,56,462544,2018,0,0,4.0,high
800,Lyon,2,92,518474,2020,1,1,4.3,medium
801,Marseille,3,125,432777,2010,0,0,3.0999999999999996,medium
802,Paris,1,43,384034,2008,0,0,3.2,medium
803,Paris,1,49,627582,2011,0,0,3.7,high
804,Marseille,1,77,386212,2008,0,0,3.0,high
805,Marseille,3,169,646352,2015,1,0,3.3999999999999995,medium
806,Paris,1,76,528802,2007,0,0,2.4000000000000004,low
807,Paris,1,71,576560,2006,0,0,2.9000000000000004,medium
808,Marseille,2,113,409726,2014,1,0,3.3999999999999995,medium
809,Paris,1,22,281830,2017,0,0,3.7,high
810,Lyon,2,108,802177,2017,0,1,4.8,high
811,Lyon,2,64,406477,2021,0,0,4.0,high
812,Lyon,2,123,541339,2010,1,0,3.8,medium
813,Lyon,1,98,552605,2015,1,1,3.7,medium
814,Marseille,2,80,213829,2012,0,0,2.3,low
815,Paris,1,50,582717,2022,0,0,4.0,high
816,Paris,1,63,939782,2023,0,0,4.0,high
817,Paris,2,65,912704,2024,1,0,4.6,high
818,Paris,2,64,600701,2014,0,0,3.5,medium
819,Paris,2,84,860045,2007,0,0,3.2,medium
820,Paris,1,46,520531,2018,0,0,4.0,high
821,Marseille,1,99,415989,2007,1,0,2.5,medium
822,Lyon,2,50,286307,2021,0,0,3.5,medium
823,Marseille,4,152,537253,2006,0,0,3.0999999999999996,medium
824,Paris,2,74,1017443,2010,0,0,4.0,high
825,Lyon,3,107,758823,2022,0,0,4.3,high
826,Paris,2,78,770682,2011,0,0,3.5,medium
827,Lyon,2,106,624372,2020,1,0,4.1,medium
828,Paris,1,44,353549,2013,0,0,3.2,medium
829,Lyon,1,50,260823,2017,0,0,3.2,medium
830,Lyon,2,107,762180,2017,1,1,4.6,medium
831,Paris,2,73,588124,2005,0,0,3.2,medium
832,Paris,1,20,153635,2011,0,0,2.9000000000000004,medium
833,Lyon,2,105,831196,2015,1,1,4.8,high
834,Lyon,1,97,493052,2006,1,0,2.9000000000000004,medium
835,Paris,2,89,938720,2024,0,0,3.8,medium
836,Lyon,1,89,469362,2016,0,0,3.2,medium
837,Marseille,4,153,550336,2012,1,1,3.6999999999999993,low
838,Lyon,1,79,345507,2009,1,0,3.2,medium
839,Marseille,1,94,629803,2022,1,0,3.5999999999999996,high
840,Paris,2,57,678849,2012,0,0,4.0,high
841,Lyon,2,74,400925,2020,1,0,3.8,medium
842,Lyon,2,83,399780,2006,1,1,3.2,low
843,Marseille,3,117,587940,2022,1,1,4.199999999999999,medium
844,Paris,1,78,959776,2020,1,0,4.3,high
845,Paris,1,36,364501,2006,0,0,2.6000000000000005,medium
846,Paris,2,67,739581,2011,1,0,3.8,medium
847,Marseille,2,114,523795,2006,1,0,3.0999999999999996,medium
848,Lyon,2,50,214091,2009,0,0,3.2,medium
849,Lyon,1,61,328974,2010,1,0,3.2,medium
850,Marseille,2,71,331946,2006,1,0,2.8,medium
851,Marseille,1,60,199720,2008,0,0,2.5,medium
852,Lyon,1,74,599852,2024,1,0,4.0,high
853,Paris,1,34,375456,2017,0,0,3.2,medium
854,Marseille,2,134,302068,2006,1,1,3.0999999999999996,low
855,Marseille,2,89,390064,2009,0,1,3.3,medium
856,Lyon,1,64,402473,2020,0,0,3.7,high
857,Marseille,3,103,436867,2013,0,0,3.0999999999999996,medium
858,Paris,1,85,929833,2007,0,0,2.9000000000000004,medium
859,Lyon,2,76,539517,2019,1,0,4.3,high
860,Marseille,2,60,254829,2017,0,0,3.0999999999999996,medium
861,Lyon,2,112,761486,2019,0,1,4.3,medium
862,Lyon,1,67,194804,2005,1,0,2.4000000000000004,low
863,Marseille,2,118,544698,2024,1,0,3.6999999999999993,medium
864,Marseille,2,117,728579,2020,0,1,4.3999999999999995,high
865,Lyon,1,50,336376,2020,1,0,4.0,high
866,Lyon,2,50,293956,2016,0,0,4.0,high
867,Paris,2,66,1097881,2022,0,0,4.3,high
868,Lyon,1,76,676989,2023,1,0,4.0,high
869,Lyon,1,99,554266,2024,1,0,3.5,medium
870,Lyon,2,118,591017,2009,1,1,3.8,low
871,Lyon,2,104,613950,2013,1,1,4.3,medium
872,Paris,1,34,363212,2017,0,0,3.2,medium
873,Marseille,3,180,792989,2023,1,1,4.199999999999999,medium
874,Lyon,1,96,409005,2016,1,0,3.5,medium
875,Marseille,2,109,443772,2017,1,0,3.6999999999999993,medium
876,Paris,1,52,631205,2013,1,0,3.5,medium
877,Lyon,2,96,477747,2014,1,1,3.5,low
878,Marseille,3,108,696565,2013,0,0,3.5999999999999996,high
879,Marseille,1,63,223137,2007,1,0,2.5,medium
880,Marseille,1,60,334185,2020,1,0,3.5999999999999996,high
881,Lyon,1,95,320159,2007,1,1,2.9000000000000004,low
882,Lyon,1,50,337252,2008,0,0,3.4000000000000004,high
883,Paris,2,55,682838,2009,0,0,4.0,high
884,Marseille,1,78,489423,2016,1,0,3.5999999999999996,high
885,Marseille,2,112,354651,2007,1,0,2.5999999999999996,low
886,Lyon,2,102,599650,2007,0,1,3.7,medium
887,Paris,2,62,1037966,2021,0,0,1.8,scam
888,Marseille,1,80,312813,2012,1,0,2.8,medium
889,Paris,1,42,393842,2021,0,0,3.5,medium
890,Lyon,2,50,332300,2021,1,0,4.3,high
891,Paris,1,71,967199,2023,0,0,4.0,high
892,Lyon,1,91,437360,2017,0,1,3.7,medium
893,Marseille,2,93,388813,2024,1,1,3.8999999999999995,medium
894,Marseille,2,84,384738,2010,1,1,3.5999999999999996,medium
895,Paris,1,54,477059,2008,0,0,3.2,medium
896,Paris,2,71,869801,2020,0,0,4.3,high
897,Paris,2,53,497526,2008,0,0,3.5,medium
898,Lyon,3,120,717917,2014,1,0,3.8,medium
899,Lyon,2,107,623797,2008,1,1,4.3,medium
900,Paris,2,59,693879,2021,0,0,4.3,high
901,Lyon,3,111,825774,2017,0,1,4.8,high
902,Lyon,2,71,436480,2017,1,0,3.8,medium
903,Marseille,2,115,508294,2019,1,1,4.199999999999999,medium
904,Paris,1,42,502399,2014,0,0,3.7,high
905,Paris,1,64,578541,2009,0,0,3.2,medium
906,Lyon,1,94,429084,2006,1,0,2.9000000000000004,medium
907,Marseille,2,104,420992,2009,1,0,3.3999999999999995,medium
908,Marseille,4,180,934786,2022,1,0,4.499999999999999,high
909,Lyon,2,118,743321,2010,1,1,4.3,medium
910,Lyon,2,73,398889,2006,1,0,3.2,medium
911,Lyon,1,61,420355,2017,0,0,3.7,high
912,Paris,2,53,534320,2005,0,0,3.2,medium
913,Marseille,2,73,285546,2015,1,0,3.0999999999999996,medium
914,Marseille,1,67,300624,2021,0,0,3.3,high
915,Marseille,3,108,446463,2019,1,1,4.199999999999999,medium
916,Lyon,1,50,213931,2009,0,0,2.9000000000000004,medium
917,Marseille,2,98,347521,2014,0,1,3.3,medium
918,Paris,2,65,780300,2014,0,0,4.0,high
919,Paris,3,100,1054956,2024,0,0,3.8,medium
920,Marseille,1,60,282730,2013,1,0,2.8,medium
921,Paris,1,84,729563,2020,0,0,3.5,medium
922,Paris,1,47,499673,2021,0,0,3.5,medium
923,Marseille,2,112,503639,2013,1,1,3.8999999999999995,medium
924,Marseille,2,122,544982,2018,1,1,4.199999999999999,medium
925,Lyon,1,50,265145,2005,1,0,2.9000000000000004,medium
926,Lyon,1,91,449116,2018,1,0,3.5,medium
927,Marseille,3,176,792701,2008,1,1,3.8999999999999995,medium
928,Marseille,2,111,522807,2010,1,0,3.3999999999999995,medium
929,Lyon,1,70,425974,2016,1,0,3.5,medium
930,Marseille,2,60,273069,2023,0,0,3.5999999999999996,high
931,Marseille,3,157,953303,2023,1,0,4.199999999999999,high
932,Lyon,1,65,456111,2009,0,0,3.4000000000000004,high
933,Lyon,3,107,824469,2023,1,1,5.0,high
934,Paris,2,56,336267,2011,0,0,3.0,low
935,Marseille,1,90,456196,2016,0,1,3.3,medium
936,Paris,1,73,675282,2007,0,0,2.9000000000000004,medium
937,Paris,2,61,519502,2008,1,0,3.8,medium
938,Marseille,1,60,352324,2013,1,0,3.3,high
